"","resp_id","date","agree","age","agegroup","gender","educ","v144","citizen","v6","v8c","v601","v602","v603","v604","v19","v20","v21","v26","v27","v28","v29","v30","v502","v605","v503A","v25","v22","v45","v46","v606","v607","v48","v49A","v49B","v49C","v49F","v49H","v49Z","v49X","v49D","v49S","v49I","v49K","v49J","v49Y","v52A","v52B","v52C","v52E","v52Z","v52D","v52G","v52K","v52S","v52R","v64","v65","v66","v68","v69","v608","v104","v504","v609","v106","v107","v610","v111","v611","v506","v612","v73","v510","v511","v616","v617","v618","v115","v116","v63","v620A","v620B","v620Z","v620C","v620F","v620X","v620D","v620S","v620H","v620I","v620K","v620J","v620Y","v621","v50","v51","v622","v623","v15A","v15B","v12","v513","v134","v137","v143_code","v139","v140","v141","v147","sector","lang","data_collection_mode","resp_id_after","date_after","Agree_after","F1","F2","F3","F4","F5","F7","N1","F9","N2","F10","F49S_1","F49D_1","F49J_1","F49Y_1","F49K_1","weights_panel_1","weights_panel_2","weights_telephone_panel_1","weights_telephone_panel_2","weights_internet_panel_1","weights_internet_panel_2","educ_jews_w","educ_arabs_w","religiosity_jews_w","age_arabs_w"
"1",236947,"21/02/2021",1,70,7,1,7,5,1,98,62,2,3,2,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,3,1,3,3,3,5,6,6,7,8,5,2,0,0,0,0,0,1,7,8,4,6,6,6,1,0,NA,3,4,4,4,4,4,3,2,2,4,4,2,6,5,1,4,1,1,4,3,4,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,2,4,2,1,1,1,1,242542,"06/04/2021",1,1,2,2,5,4,7,2,4,1,3,NA,NA,NA,NA,NA,0.705179989337921,0.659590303897858,0.705179989337921,0.659590303897858,NA,NA,3,NA,3,NA
"2",236949,"21/02/2021",1,72,7,2,8,1,1,2,66,4,3,2,98,4,99,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,3,1,1,1,8,4,4,2,0,4,5,5,6,7,8,3,4,10,98,4,5,5,5,2,0,4,NA,2,4,3,3,3,3,11,3,1,1,1,7,1,3,0,0,3,1,1,2,99,2,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1951,2,1,3,4,2,1,1,1,1,242552,"06/04/2021",1,1,11,6,5,1,7,2,2,8,2,NA,NA,NA,NA,NA,1.10390782356262,0.877608358860016,1.10390782356262,0.877608358860016,NA,NA,4,NA,1,NA
"3",236968,"21/02/2021",1,62,6,2,8,4,1,4,54,2,3,1,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,1,1,98,4,0,0,5,5,4,6,4,6,4,0,0,0,0,1,1,3,5,5,5,3,0,0,NA,4,4,4,4,3,4,97,4,4,1,4,2,4,4,1,4,2,3,4,4,98,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,3,5,3,1,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34051513671875,NA,1.34051513671875,NA,NA,NA,4,NA,2,NA
"4",236970,"21/02/2021",1,85,8,2,1,5,1,5,63,2,3,1,3,2,98,1,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,3,1,6,6,0,3,10,7,0,0,0,0,0,0,6,6,6,7,3,0,6,6,10,98,3,98,NA,2,3,2,1,4,3,5,2,2,3,6,2,4,5,4,4,1,3,1,5,5,98,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,1,3,2,1,1,1,1,242556,"06/04/2021",1,1,99,5,5,1,8,2,8,1,1,NA,NA,NA,NA,NA,1.05318331718445,1.0780622959137,1.05318331718445,1.0780622959137,NA,NA,1,NA,3,NA
"5",236976,"21/02/2021",1,70,7,1,6,4,1,2,33,2,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,2,1,1,4,4,5,7,7,8,9,5,5,4,1,1,2,4,3,2,7,7,6,7,5,2,3,NA,4,4,4,4,4,4,3,4,4,5,5,2,7,5,0,4,1,1,4,2,4,2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,2,5,4,1,1,1,1,242554,"06/04/2021",1,1,3,4,4,1,4,2,4,1,3,NA,NA,NA,NA,NA,1.08127760887146,1.08060693740845,1.08127760887146,1.08060693740845,NA,NA,3,NA,2,NA
"6",236979,"21/02/2021",1,87,8,2,1,5,1,1,70,2,1,2,1,4,1,98,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,1,10,2,4,3,2,5,6,98,3,7,6,98,5,10,2,5,6,7,4,2,98,1,NA,3,3,4,1,4,4,1,3,NA,1,1,94,98,5,0,0,3,3,1,2,98,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1957,1,1,1,3,1,1,1,1,1,242544,"06/04/2021",1,1,1,6,5,5,3,8,2,1,4,NA,NA,NA,NA,NA,1.05318331718445,1.0780622959137,1.05318331718445,1.0780622959137,NA,NA,1,NA,3,NA
"7",236981,"21/02/2021",1,70,7,2,8,4,1,3,66,2,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,3,1,5,5,2,5,98,3,7,9,8,8,0,0,0,0,0,0,5,9,8,8,3,3,0,0,NA,3,2,2,4,4,4,3,4,4,4,4,2,5,4,3,98,2,3,1,4,1,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1962,2,1,3,5,2,1,1,1,1,243747,"11/04/2021",1,1,99,5,5,4,7,1,3,1,3,NA,NA,NA,NA,NA,1.34051513671875,1.11166620254517,1.34051513671875,1.11166620254517,NA,NA,4,NA,2,NA
"8",236982,"21/02/2021",1,76,7,1,9,5,1,4,66,2,3,3,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,3,1,2,6,2,3,98,0,6,8,8,0,0,0,0,2,2,5,6,8,5,9,98,98,2,2,NA,4,4,3,4,4,3,99,2,4,31,99,99,98,3,0,4,1,1,4,4,98,98,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,99,5,2,1,1,1,1,243724,"11/04/2021",1,1,99,3,5,1,2,8,8,1,2,NA,NA,NA,NA,NA,0.874247610569,0.678548574447632,0.874247610569,0.678548574447632,NA,NA,4,NA,3,NA
"9",236983,"21/02/2021",1,62,6,2,5,4,1,3,54,9,3,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,4,1,98,98,5,8,6,3,0,5,8,5,5,5,0,0,0,0,8,8,5,8,6,6,0,0,NA,4,4,4,4,3,2,97,1,2,3,5,2,7,5,1,0,3,3,4,4,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,3,4,3,1,1,1,1,242609,"06/04/2021",1,1,4,5,5,1,7,1,3,1,2,NA,NA,NA,NA,NA,1.21854436397552,1.16202902793884,1.21854436397552,1.16202902793884,NA,NA,2,NA,2,NA
"10",236984,"21/02/2021",1,75,7,2,9,5,1,1,33,2,3,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,4,1,2,2,0,5,10,0,0,2,99,5,8,0,0,7,0,0,8,5,5,98,8,98,98,0,NA,4,4,4,4,4,4,2,4,4,7,4,98,7,3,4,4,2,3,5,2,2,2,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1975,1,5,3,2.5,1,1,1,1,1,242545,"06/04/2021",1,2,94,2,5,1,7,2,3,8,3,NA,NA,NA,NA,NA,0.874247610569,0.678548574447632,0.874247610569,0.678548574447632,NA,NA,4,NA,3,NA
"11",236987,"21/02/2021",1,70,7,2,4,4,1,3,15,2,3,3,1,4,98,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,3,1,1,4,9,2,1,1,3,2,5,7,4,6,4,0,0,9,4,5,6,7,2,2,0,0,NA,4,1,4,1,4,4,1,4,NA,1,1,1,1,5,0,0,2,3,3,2,2,2,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,1,4,2,2,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61488366127014,NA,1.61488366127014,NA,NA,NA,1,NA,2,NA
"12",236988,"21/02/2021",1,71,7,2,8,5,1,4,15,2,3,1,4,98,3,3,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,3,1,4,3,4,5,6,6,7,7,7,3,3,1,1,4,1,2,5,7,7,7,6,7,3,2,NA,3,3,4,4,4,4,3,4,4,4,4,2,5,4,0,4,2,1,4,4,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,3,5,2,1,1,1,1,242546,"06/04/2021",1,1,3,4,4,3,5,2,4,1,2,NA,NA,NA,NA,NA,0.874247610569,0.678548574447632,0.874247610569,0.678548574447632,NA,NA,4,NA,3,NA
"13",236992,"21/02/2021",1,62,6,2,5,4,1,3,66,4,3,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,1,10,98,98,98,98,98,98,98,98,98,98,98,98,10,98,98,98,98,98,98,98,98,NA,4,3,4,3,4,3,1,3,NA,98,98,1,1,3,1,0,3,3,3,4,3,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1959,1,1,3,4,4,2,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21854436397552,NA,1.21854436397552,NA,NA,NA,2,NA,2,NA
"14",236994,"21/02/2021",1,70,7,1,8,2,1,2,4,1,3,2,2,3,98,98,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,98,7,2,3,0,1,2,1,5,98,2,2,0,1,8,4,2,5,4,1,98,0,0,NA,4,4,4,4,4,4,8,2,1,98,1,5,3,5,0,4,1,1,4,2,98,3,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,1,2,5,2,1,1,1,1,242555,"06/04/2021",1,1,99,4,4,1,7,8,2,8,3,NA,NA,NA,NA,NA,1.10390782356262,0.877608358860016,1.10390782356262,0.877608358860016,NA,NA,4,NA,1,NA
"15",236996,"21/02/2021",1,71,7,1,8,5,1,2,65,1,2,3,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,1,1,1,9,2,3,3,0,7,2,2,6,6,2,2,2,10,6,7,5,1,3,5,1,3,NA,1,1,4,4,4,4,1,4,NA,1,1,2,1,4,4,1,2,1,4,4,4,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,3,5,2,1,1,1,1,243954,"20/04/2021",1,1,1,4,5,1,7,1,1,2,3,NA,NA,NA,NA,NA,0.874247610569,0.678548574447632,0.874247610569,0.678548574447632,NA,NA,4,NA,3,NA
"16",236997,"21/02/2021",1,62,6,2,5,4,1,2,17,4,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,1,1,1,9,4,3,0,0,4,3,7,6,6,6,0,0,8,4,4,7,4,1,1,0,0,NA,2,2,2,3,2,3,1,4,NA,4,3,1,1,3,4,1,3,3,4,4,2,4,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1961,1,1,3,4,3,1,1,1,1,242549,"06/04/2021",1,1,1,5,5,1,7,3,2,8,3,NA,NA,NA,NA,NA,1.21854436397552,1.16202902793884,1.21854436397552,1.16202902793884,NA,NA,2,NA,2,NA
"17",237001,"21/02/2021",1,72,7,2,8,5,1,1,65,2,4,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,1,1,1,8,3,3,0,3,3,3,3,5,2,0,0,0,9,5,5,5,5,5,5,5,5,NA,4,2,4,4,3,3,1,4,NA,2,2,1,1,3,0,0,3,3,4,2,5,2,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1957,1,1,3,6,2,1,1,1,1,242550,"06/04/2021",1,1,1,5,5,1,7,2,2,1,4,NA,NA,NA,NA,NA,0.874247610569,0.678548574447632,0.874247610569,0.678548574447632,NA,NA,4,NA,3,NA
"18",237002,"21/02/2021",1,50,5,2,5,2,1,2,15,2,3,3,1,4,2,98,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,1,1,1,6,4,98,98,3,5,98,6,3,5,5,1,98,5,5,4,5,4,3,98,0,0,NA,98,2,4,4,3,4,30,4,1,6,1,1,3,2,0,4,1,3,4,2,5,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1995,2,1,2,5,4,1,1,1,1,242644,"06/04/2021",1,1,8,1,5,1,8,1,2,1,98,NA,NA,NA,NA,NA,1.00346541404724,0.917367398738861,1.00346541404724,0.917367398738861,NA,NA,2,NA,1,NA
"19",237003,"21/02/2021",1,64,6,2,6,5,1,3,65,3,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,1,6,4,6,1,2,2,8,3,5,2,2,2,1,2,1,7,2,2,3,3,5,3,4,4,NA,3,2,3,3,2,3,97,2,3,7,5,99,6,4,4,1,3,3,3,4,98,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1965,1,1,3,4,4,1,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705179989337921,NA,0.705179989337921,NA,NA,NA,3,NA,3,NA
"20",237005,"21/02/2021",1,63,6,1,9,5,1,2,62,2,3,3,98,3,4,3,NA,NA,NA,NA,NA,NA,NA,1,98,98,2,2,1,1,6,6,2,0,0,3,2,2,4,3,6,6,1,1,8,2,5,5,3,2,2,3,2,NA,2,2,2,2,2,2,97,98,1,2,2,99,4,3,2,1,1,1,2,4,2,3,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,1,3,5,4,1,1,1,1,242648,"06/04/2021",1,1,99,3,3,1,8,2,8,2,3,NA,NA,NA,NA,NA,0.874247610569,0.678548574447632,0.874247610569,0.678548574447632,NA,NA,4,NA,3,NA
"21",237006,"21/02/2021",1,77,7,2,5,3,1,5,54,2,3,1,3,98,4,4,NA,NA,NA,NA,NA,NA,NA,4,1,98,3,4,1,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,98,0,10,8,8,5,5,0,0,NA,4,1,2,4,4,1,3,1,4,6,6,2,5,2,3,4,3,1,1,4,4,98,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,1,4,2,1,1,1,1,242563,"06/04/2021",1,1,3,6,3,1,7,2,4,2,1,NA,NA,NA,NA,NA,1.21854436397552,1.16202902793884,1.21854436397552,1.16202902793884,NA,NA,2,NA,2,NA
"22",237009,"21/02/2021",1,43,4,2,6,1,1,1,45,2,3,4,1,4,98,3,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,4,1,1,1,10,0,1,1,1,1,5,8,8,10,9,0,0,10,3,2,8,8,1,2,0,0,NA,2,4,4,4,3,3,1,1,NA,1,1,94,1,5,4,4,1,3,3,4,5,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,2,5,10,1,1,1,1,242649,"06/04/2021",1,1,10,1,5,5,7,3,2,2,3,NA,NA,NA,NA,NA,0.890426933765411,0.853088438510895,0.890426933765411,0.853088438510895,NA,NA,3,NA,1,NA
"23",237014,"21/02/2021",1,38,3,1,7,2,1,1,33,1,3,3,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,8,3,2,2,1,1,1,0,9,6,6,0,0,9,4,1,0,0,0,1,0,4,NA,4,4,4,3,3,4,98,2,1,1,1,1,2,2,3,0,1,1,4,4,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,1,4,7,2,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890426933765411,NA,0.890426933765411,NA,NA,NA,3,NA,1,NA
"24",237027,"22/02/2021",1,71,7,2,9,5,1,5,3,3,3,2,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,4,3,3,6,0,1,5,9,2,5,1,0,0,0,0,8,2,0,2,4,0,0,5,8,9,0,NA,4,4,4,4,4,3,6,1,4,1,5,11,6,5,0,1,1,3,4,4,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1978,1,1,3,3,1,1,1,1,1,242566,"06/04/2021",1,1,6,4,5,2,7,1,4,2,1,NA,NA,NA,NA,NA,0.874247610569,0.678548574447632,0.874247610569,0.678548574447632,NA,NA,4,NA,3,NA
"25",237034,"22/02/2021",1,75,7,2,5,3,1,1,22,1,3,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,3,1,1,1,10,8,0,0,0,0,4,8,98,8,8,0,0,10,8,0,8,4,0,0,0,0,NA,4,4,4,4,4,4,1,1,NA,98,2,1,4,5,0,0,1,1,4,98,2,2,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1950,1,1,1,4,1,1,1,1,1,242653,"06/04/2021",1,1,2,3,2,1,8,2,2,1,4,NA,NA,NA,NA,NA,1.21854436397552,1.16202902793884,1.21854436397552,1.16202902793884,NA,NA,2,NA,2,NA
"26",237063,"22/02/2021",1,75,7,1,9,5,1,2,65,1,3,1,2,3,98,2,NA,NA,NA,NA,NA,NA,NA,2,3,98,2,4,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,3,3,4,4,98,4,99,3,1,7,99,1,4,3,0,4,3,3,1,4,3,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1991,1,1,2,4,3,2,1,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874247610569,NA,0.874247610569,NA,NA,NA,4,NA,3,NA
